Name,OAID#link#multi,Affiliation#sortquan,City#sortquan,Region#sortquan,Country#sortquan,Latitude#hidden,Longitude#hidden,Collaborators#multi#link#sortquan,Scope#multi#sortquan,Number of Collaborators#number,OA concepts#multi#sortquan,Publications#hidden,Citedness#number,H Index#number,Publication Dates#multi#sortquan,Relevant Publications#number,#img,#netvis
Laura M. Frey,https://openalex.org/A4342585674,University of Louisville,Louisville,Kentucky,United States,38.212345,-85.75928,,aqueducts && water,0,Decentralization|Economic growth|Environmental engineering|Community organization|Marketing|Rural community|Politics|Law|Finance|Business|Public relations|Market economy|Intermediary|Water supply|Engineering|Political science|Water industry|Corporate governance|Economics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4342585674"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2020,1,US,
Laura Pulgarín,https://openalex.org/A3083077811,Universidad de Los Andes,Bogotá,,Colombia,4.601613,-74.06517,https://openalex.org/A4360096316|https://openalex.org/A2313216787|https://openalex.org/A2314563198,aqueducts && water,3,Philosophy|Humanities,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A3083077811"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",5.666666666666667,2,2017,1,CO,f91ad53d855a00bfd6b894c533e1622da13494c3915eaa768207a25b2f8428c2
Laura Rinaldi Dufresne,https://openalex.org/A2099049720,Unknown,,,,,,,aqueducts && water,0,Geology|Hydrology (agriculture)|Water resource management|Geotechnical engineering|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2099049720"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2015,1,un,
Laurence Le Callonnec,https://openalex.org/A2071289138,Indiana Statewide Testing for Educational Progress-Plus,,,,,,https://openalex.org/A4359469593|https://openalex.org/A4335627524|https://openalex.org/A2277003250|https://openalex.org/A4352590699,aqueducts && water,4,Mediterranean climate|Period (music)|Carbonate|Acoustics|Aqueduct|Geography|Vegetation (pathology)|Physics|Archaeology|Medicine|Geology|Karst|Sedimentary rock|Cave|Materials science|Geochemistry|Paleontology|Physical geography|Metallurgy|Pathology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2071289138"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",1.5,11,2019,1,un,b90a3f76c3c227c5842aa61db4e2d4cb48e2213402cd23fcff7fc92b39099a9d
Laurent Schmitt,https://openalex.org/A4359306980,University of Strasbourg,Strasbourg,Alsace,France,48.580276,7.764444,https://openalex.org/A4345816051|https://openalex.org/A4357763594|https://openalex.org/A4352596542|https://openalex.org/A2090020345|https://openalex.org/A4355411311|https://openalex.org/A2085860310|https://openalex.org/A4336889997,aqueducts && water,7,Oceanography|Period (music)|Geology|Acoustics|Geography|Physics|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4359306980"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",1.4615384615384615,11,2015,1,FR,f3eace12a9946605a3a62ee0e6e8dc76eb173c548729eb8a3b0099d61916ee40
Lauretta Maganzani,https://openalex.org/A88502375,Unknown,,,,,,,aqueducts && water,0,Art|Operating system|Sociology|Humanities|Demography|Environmental engineering|Water supply|Engineering|Political science|Geography|Potable water|Computer science|Archaeology|Law|Theme (computing)|Population|History|Aqueduct,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A88502375"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2010,1,un,
Lawrence E. Flynn,https://openalex.org/A4348707100,Center for Satellite Applications and Research,College Park,Maryland,United States,38.972027,-76.924385,https://openalex.org/A4347804822,aqueducts && water,1,Probabilistic logic|Aqueduct|Artificial intelligence|Dynamic programming|Distribution (mathematics)|Engineering|Geography|Operations research|Computer science|Mathematical analysis|Civil engineering|Archaeology|Mathematics|Algorithm,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4348707100"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,4,1987,1,US,d5d4e1aec7ec335c290a42d2303709a13daae87948ea794600da552f52480c71
Lei Shi,https://openalex.org/A4355133184,National Institute on Drug Abuse,Bethesda,Maryland,United States,38.984596,-77.09712,https://openalex.org/A2113688975|https://openalex.org/A2562715731|https://openalex.org/A2005107832|https://openalex.org/A2643948530|https://openalex.org/A4356060941,aqueducts && water,5,Geometry|Aqueduct|Engineering|History|Civil engineering|Archaeology|Flow (mathematics)|Mathematics|Hull|Marine engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4355133184"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",5.603202846975089,149,2016,1,US,0175348d5e0194ebfb8b940adbf8a55707259b702c88788500853eed09aa447f
Leonardo Fabio Morales,https://openalex.org/A4353166676,Banco de la República Colombia,Bogotá,,Colombia,4.602797,-74.073296,https://openalex.org/A2991088990,aqueducts && water,1,Software portability|Chemistry|Medicine|Environmental engineering|Programming language|Engineering|Organic chemistry|Geography|Business|Water resource management|Disinfectant|Computer science|Sodium hypochlorite|Environmental science|Pathology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4353166676"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2019,1,CO,63c1a6e60274a17de10350b404b40ec3c726c2d8fe72c5a81966e41f6b456e6e
Lesley Butcher,https://openalex.org/A2671319746,Cardiff University,Cardiff,,United Kingdom,51.4877,-3.179,https://openalex.org/A2666403773|https://openalex.org/A4348950499|https://openalex.org/A2091685896|https://openalex.org/A2099265385|https://openalex.org/A4352015700|https://openalex.org/A4338978840|https://openalex.org/A2485174207|https://openalex.org/A2199185821|https://openalex.org/A4348147481|https://openalex.org/A4355983739|https://openalex.org/A4333862384,aqueducts && water,11,Geology|Crust|Sedimentary basin|Seismic hazard|Tectonics|Paleontology|Fault (geology)|Geological survey|Seismology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2671319746"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,3,2011,1,GB,40557aa11448b257e5656712b25940d1a419f19017def36fabb3d22156a64e4b
Leticia Miranda-Contreras,https://openalex.org/A158010808,University of the Andes,Mérida,,Venezuela,8.579906,-71.157585,https://openalex.org/A4348610496|https://openalex.org/A4347637689|https://openalex.org/A6582850|https://openalex.org/A341682343,aqueducts && water,4,Carbofuran|Acephate|Environmental chemistry|Toxicology|Pesticide|Biology|Terbuthylazine|Chemistry|Agronomy|Chromatography|Methamidophos|Atrazine|Mancozeb|Metribuzin|Dimethoate|Pesticide residue|Fungicide|Weed control|Malathion|Diazinon,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A158010808"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,8,2011,1,VE,521d8f263a99729d02d6676fe8ec680b8a33e28e1aec21824c4045ce66ca277a
Li Fen,https://openalex.org/A4336334107,Shanghai Children's Medical Center,Shanghai,,China,31.205221,121.523674,https://openalex.org/A2251554249|https://openalex.org/A4353624429|https://openalex.org/A2743163850|https://openalex.org/A4358533046,aqueducts && water,4,Marketing|Nuclear power|Nuclear physics|Service (business)|Physics|Business|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4336334107"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2017,1,CN,188f4a5ab2ae6d24544014663fc80cd3e186ef7ea788d357c29872b7e140cbad
Li Sheng,https://openalex.org/A4358533046,"China University of Petroleum, Beijing",Beijing,,China,40.219482,116.24707,https://openalex.org/A4336334107|https://openalex.org/A2251554249|https://openalex.org/A4353624429|https://openalex.org/A2743163850,aqueducts && water,4,Marketing|Nuclear power|Nuclear physics|Service (business)|Physics|Business|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4358533046"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2017,1,CN,0391ee6a25dd71a7ceffae101f5b987e396e8216b7ea6af39f90659498f8006c
Li Yuchun,https://openalex.org/A2750398762,Unknown,,,,,,,aqueducts && water,0,Aqueduct|Engineering|Geography|Structural engineering|Hydraulic structure|Civil engineering|Geotechnical engineering|Archaeology|Shearing (physics),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2750398762"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,2,2006,1,un,
Liang Huang,https://openalex.org/A4356071635,Wuhan National Laboratory for Optoelectronics,Wuhan,,China,30.50797,114.41321,https://openalex.org/A4359319333|https://openalex.org/A4354789709,aqueducts && water,2,Geometry|Aqueduct|Structural engineering|Computer science|Machine learning|Physics|Archaeology|Eigenvalues and eigenvectors|Stability (learning theory)|Finite element method|History|Transverse plane|Materials science|Shell (structure)|Buckling|Finite strip method|Composite material|Beam (structure)|Engineering|Rectangle|Quantum mechanics|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4356071635"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",6.323364485981308,99,2010,1,CN,899b75cf44897dba14a4d3b1d81cfb1d8d74092de60a4762e5c965dd02f0626a
Liang Liu,https://openalex.org/A4358853415,Pudong Medical Center,Shanghai,,China,31.058971,121.75057,https://openalex.org/A4356885922|https://openalex.org/A4356187777,aqueducts && water,2,Torsion (gastropod)|Acoustics|Aqueduct|Archaeology|Engineering|Span (engineering)|Structural engineering|Vibration|Physics|Surgery|Finite element method|History|Medicine,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4358853415"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",4.4810400866738895,112,2011,1,CN,a9c7762d0b454785a60cae6e0c09fe48707cbbac878092cd92adcabbdd87b912
Lianqing Liu,https://openalex.org/A4353496311,Shenyang Institute of Automation,Shenyang,,China,41.797474,123.456566,https://openalex.org/A4353773062|https://openalex.org/A3080313700|https://openalex.org/A3080857869,aqueducts && water,3,Coating|Materials science|Aqueduct|Archaeology|Engineering|Structural engineering|Thermodynamics|Joint (building)|Ultimate tensile strength|Physics|Component (thermodynamics)|Polyurea|History|Composite material|Expansion joint,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4353496311"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",4.935099337748344,133,2020,1,CN,d765cdd87d8b4045cf1327a3135dfe91073446546ee7a52a0c4a08763410bc15
Lida Julieth Caicedo Gegén,https://openalex.org/A2950963527,Unknown,,,,,,https://openalex.org/A2893016080,aqueducts && water,1,Ecosystem|Environmental engineering|Geography|Vegetation (pathology)|Computer science|Biology|Computer network|Medicine|Forestry|Ecosystem services|Hydrology (agriculture)|Environmental science|Environmental protection|Turbidity|Water resource management|Water quality|Water supply|Engineering|Fecal coliform|Geotechnical engineering|Ecology|Resource (disambiguation)|Pathology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2950963527"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2013,1,un,e0045d37c5d517f10771d6281c779f820ad4b3de434d675e5f9d499244501785
Liliana Carp,https://openalex.org/A3115569894,Public Health Agency,Belfast,,United Kingdom,54.592903,-5.928389,https://openalex.org/A4336714916,aqueducts && water,1,Environmental engineering|Water supply|Environmental protection|Geography|Water resource management|Sanitation|Environmental health|Biology|Ecology|Water quality|Environmental science|Population|Medicine,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A3115569894"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2020,1,GB,7963c574cea4afedde5b8152d2a94fc06b10f6f51f0a4110a21c3920c61f3773
Liliana Dorado-González,https://openalex.org/A4367128698,University of Boyaca,Tunja,,Colombia,5.568944,-73.3346,https://openalex.org/A4367128699|https://openalex.org/A4375742577|https://openalex.org/A2921106805,aqueducts && water,3,Water consumption|Environmental engineering|Water supply|Environmental protection|Geography|Water resource management|Turbidity|Sanitation|Biology|Ecology|Water quality|Environmental science|Forestry|Agricultural science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4367128698"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2018,1,CO,db22f56d2a89d4615704d98dadbadd4ccab0eabe5d1e8a238af872d0451bbbf1
Lilliana Gaviria Montoya,https://openalex.org/A2152233733,Costa Rica Institute of Technology,Cartago,,Costa Rica,9.854098,-83.9098,https://openalex.org/A4333470683|https://openalex.org/A4337108614,aqueducts && water,2,Aqueduct|Environmental engineering|Geography|Computer science|Mathematical analysis|Biology|Database|Archaeology|Medicine|Potable water|Sewerage|Distribution (mathematics)|Water resources|Water resource management|Environmental health|Sustainability|Water quality|Business|Population|Water supply|Engineering|Ecology|Environmental science|Environmental planning|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2152233733"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,2,2016,1,CR,21fe7a127fa10f0f84b377350543e1f19291891ea08b99b084fce8dac4a5c529
Lina M. Cárdenas,https://openalex.org/A4351030685,Pontificia Universidad Católica de Chile,Santiago,Región Metropolitana de Santiago,Chile,-33.44091,-70.6408,https://openalex.org/A2620221533,aqueducts && water,1,Philosophy|Cartography|Decentralization|Humanities|Political science|Geography|Law,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4351030685"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2016,1,CL,a5094395dc2ce178094b8d1204daf2ce766df1513640199c21e06c5ab1693eb7
Lina María Villada Villada,https://openalex.org/A4348299330,Unknown,,,,,,https://openalex.org/A4345141678,aqueducts && water,1,Welfare economics|Mechanical engineering|Cartography|Drainage basin|Engineering|Political science|Geography|Water resource management|Biology|Ecology|Sustainability|Law|Sustainable development|Business|Environmental planning|Economics|Work (physics)|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4348299330"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2008,1,un,07e465b8ca1ca0f3ec8438613f90726d6671241d9f65e81e94bec622b3545b40
