Name,OAID#link#multi,Affiliation#sortquan,City#sortquan,Region#sortquan,Country#sortquan,Latitude#hidden,Longitude#hidden,Collaborators#multi#link#sortquan,Scope#multi#sortquan,Keywords#multi#sortquan,OA concepts#multi#sortquan,Publications#hidden,Publication Dates#multi#sortquan,#img,#netvis,nerPerson#multi,nerPopulation Group#multi,nerFacility#multi,nerOrganization#multi,nerAdministrative Area#multi,nerLocation#multi,nerProduct#multi,nerEvent#multi,nerWork of Art#multi,nerLegal Document#multi,nerLanguage#multi,nerDate#multi
Gabriel E. Eckstein,https://openalex.org/A2694235508,Unknown,,,,,,,aquifer|transboundary,,Mining engineering|Groundwater|Geology|Geotechnical engineering|Geochemistry|Aquifer|Environmental science|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2694235508"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2015,US,,,,,,,,,,,,,
Gabriel E. Eckstein,https://openalex.org/A2641757822,Unknown,,,,,,,aquifer|transboundary,,International waters|Politics|Agriculture|Water scarcity|Algorithm|Law|State (computer science)|Archaeology|Sovereignty|Engineering|Environmental engineering|Geography|Sanitation|Computer science|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2641757822"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2008,US,,,,,,,,,,,,,
Gabriel Eckstein,https://openalex.org/A2109032517,Texas A&M University School of Law,Fort Worth,Texas,United States,32.748505,-97.32554,https://openalex.org/A2691029848|https://openalex.org/A2212933714|https://openalex.org/A2662808092|https://openalex.org/A2503612207,aquifer|transboundary,,Microeconomics|Agriculture|Scarcity|International law|Geology|Resource (disambiguation)|Overexploitation|Biology|Business|Environmental planning|Archaeology|Groundwater recharge|Environmental science|Computer science|Scope (computer science)|Commission|Context (archaeology)|Population|Groundwater resources|Politics|Demography|Groundwater|Legislation|Convention|Programming language|Geotechnical engineering|Natural resource|Treaty|Computer network|Sanctions|Water resources|Water resource management|Sociology|Environmental resource management|Environmental protection|International waters|Hydrogeology|Mechanical engineering|Water scarcity|Common ground|Law|United Nations Convention on the Law of the Sea|Natural resource economics|Environmental law|Work (physics)|Economics|Ecology|Engineering|Communication|Hydrology (agriculture)|Aquifer|Geography|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2109032517"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2016|2021|2002|2003|2005|2006|2007|2011|2012,US,f338679e902a6c6e6d0ee56ea723506e60913e302d2e4041a2a43f395fd78d06,,,,,Fort Worth,,,,,,,
Gabriel Eckstein,https://openalex.org/A4226574636,Unknown,,,,,,https://openalex.org/A4226574637,aquifer|transboundary,,Geology|Resource (disambiguation)|Environmental engineering|Biology|Archaeology|Environmental science|Computer science|Natural (archaeology)|Population|Groundwater resources|Demography|Groundwater|Geotechnical engineering|Natural resource|Surface water|Humanity|Computer network|Water resources|Water resource management|Sociology|Law|Ecology|Hydrology (agriculture)|Aquifer|Geography|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4226574636"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,,,,,,,,,,,,,
Gabriel de los Cobos,https://openalex.org/A2794151776,Unknown,,,,,,,aquifer|transboundary,,Groundwater|Geology|Geotechnical engineering|Aquifer|Geography|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2794151776"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2018,US,,,,,,,,,,,,,
Gabriel de los Cobos,https://openalex.org/A2797086767,Unknown,,,,,,,aquifer|transboundary,,Law|Groundwater|Water resource management|Ecology|Geology|Geotechnical engineering|Aquifer|Biology|Environmental science|Water resources|Geography|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2797086767"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2013,US,,,,,,,,,,,,,
Gail Krantzberg,https://openalex.org/A2193587235,McMaster University,Hamilton,Ontario,Canada,43.263332,-79.91889,https://openalex.org/A2621067703|https://openalex.org/A2949919870,aquifer|transboundary,,Environmental resource management|Paleontology|Corporate governance|Government (linguistics)|Groundwater|Business|Environmental planning|Geology|Geotechnical engineering|Finance|Environmental science|Linguistics|Aquifer|Philosophy|Structural basin|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2193587235"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2013|2021,US,5b79515de504bc12155bda9d993bd7213824f83e229dba46755b5f86ea1ae20d,Hamilton,,,,,,,,,,,
Gaspard Magniny,https://openalex.org/A4227955458,Unknown,,,,,,https://openalex.org/A4227955454|https://openalex.org/A4227955457|https://openalex.org/A4227955455|https://openalex.org/A4227955461|https://openalex.org/A4227955463|https://openalex.org/A4227955453|https://openalex.org/A4227955464|https://openalex.org/A4227955456|https://openalex.org/A4227955462|https://openalex.org/A4227955460|https://openalex.org/A4227955459|https://openalex.org/A4227955452,aquifer|transboundary,,Groundwater|Geology|Geotechnical engineering|Hydrology (agriculture)|Aquifer|Environmental science|Computer science|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4227955458"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,97cb3f4a08e41391942cb4b5e6d090a766735e8b945628765c0f03e84baac925,,,,,,,,,,,,
Gaspard Magniny,https://openalex.org/A4226682425,Unknown,,,,,,https://openalex.org/A4226682420|https://openalex.org/A4226682421|https://openalex.org/A4226682429|https://openalex.org/A4226682431|https://openalex.org/A4226682426|https://openalex.org/A4226682422|https://openalex.org/A4226682428|https://openalex.org/A4226682427|https://openalex.org/A4226682419|https://openalex.org/A4226682424|https://openalex.org/A4226682423|https://openalex.org/A4226682430,aquifer|transboundary,,Groundwater|Geology|Geotechnical engineering|Hydrology (agriculture)|Aquifer|Environmental science|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4226682425"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,4409ab2922e2b87571c21d7ca932abf7d340365ae09ffeb507f5e52977b051c0,,,,,,,,,,,,
Geert-Jan Nijsten,https://openalex.org/A2801781684,Unknown,,,,,,https://openalex.org/A2242264419|https://openalex.org/A2051687153|https://openalex.org/A1799175297|https://openalex.org/A2567767976|https://openalex.org/A2677475276|https://openalex.org/A835031198|https://openalex.org/A2013090291|https://openalex.org/A2982288616|https://openalex.org/A2982290438|https://openalex.org/A2140409158|https://openalex.org/A366478481|https://openalex.org/A2523801087|https://openalex.org/A2982490823|https://openalex.org/A2982449691|https://openalex.org/A2985214736|https://openalex.org/A2651357653,aquifer|transboundary,,Resilience (materials science)|Environmental resource management|Oceanography|Structural basin|Hydrogeology|Thermodynamics|Groundwater|Physics|Environmental planning|Geology|Geotechnical engineering|Hydrology (agriculture)|Aquifer|Baseline (sea)|Environmental science|Geomorphology|Geography|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2801781684"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2016|2017,US,8694d7743a2316605d17d4f07aaecb6cd1c00425db1a5449b8e64dd617d6639f,,,,,,,,,,,,
George Vassiliou,https://openalex.org/A2156513671,Democritus University of Thrace,Komotini,,Greece,41.142853,24.889374,https://openalex.org/A2499608904|https://openalex.org/A1253713316|https://openalex.org/A2652447134,aquifer|transboundary,,Artesian aquifer|Alachlor|Phreatic|Borehole|Groundwater|Water well|Pesticide|Ecology|Geology|Geotechnical engineering|Atrazine|Hydrology (agriculture)|Aquifer|Biology|Irrigation,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2156513671"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2012,US,ec2d68dd273256feced1774d6a4df730a405ba8aab96c43d3b3ec13d7ead9e08,,,,,Komotini,,,,,,,
George Veni,https://openalex.org/A2710319207,Unknown,,,,,,https://openalex.org/A2115363734|https://openalex.org/A2193968246|https://openalex.org/A2311002528|https://openalex.org/A2022777646|https://openalex.org/A271146531|https://openalex.org/A2248824626|https://openalex.org/A2688795030|https://openalex.org/A1968672544|https://openalex.org/A2110654652|https://openalex.org/A3007393738|https://openalex.org/A2061648226,aquifer|transboundary,,Paleontology|Cartography|Hydrogeology|Karst|Groundwater|Geology|Geotechnical engineering|Geologic map|Hydrology (agriculture)|Aquifer|Geomorphology|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2710319207"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2017,US,856ea9e78602c0ccb0fca58203e2312be65ac6f2b07f1250204e7aeec4b45522,,,,,,,,,,,,
Georges F. Comair,https://openalex.org/A2090516660,World Bank,Washington D.C.,District of Columbia,United States,38.8993,-77.0425,https://openalex.org/A2486332450|https://openalex.org/A2176953769|https://openalex.org/A2098792005|https://openalex.org/A2127000099|https://openalex.org/A2144206488|https://openalex.org/A311752267,aquifer|transboundary,,Distributed computing|Resource management (computing)|Ecology|Biology|Water resources|Computer science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2090516660"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2014,US,f17b5819b70b9ce2a3cb73186969c1e12f496e468c395a735b8e85459e0c74b6,,,,,D.C.|Washington,,,,,,,
Georgios Antoniou,https://openalex.org/A2098633175,University of Nottingham,Nottingham,Nottingham,United Kingdom,52.93807,-1.196703,https://openalex.org/A2120022500|https://openalex.org/A1754395954|https://openalex.org/A2169939045|https://openalex.org/A2674930637|https://openalex.org/A2883560925|https://openalex.org/A1265942675|https://openalex.org/A234360587|https://openalex.org/A1925711112|https://openalex.org/A2098495731,aquifer|transboundary,,Environmental resource management|Water cycle|Environmental planning|Ecology|Integrated water resources management|Engineering|Geotechnical engineering|Water security|Hydrology (agriculture)|Biology|Environmental science|Water resources|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2098633175"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2014,US,e5e9411a652f565514e8fdddf9675e622aedc09e400c357bcc92b6c620dab4bc,Nottingham -1.196703,,,,,,,,,,,
Geraldo Veroslavsky,https://openalex.org/A2122724601,Unknown,,,,,,https://openalex.org/A975602777|https://openalex.org/A2048161110|https://openalex.org/A2117259486|https://openalex.org/A2644539114,aquifer|transboundary,,Paleontology|Sedimentary basin|Sedimentary rock|Clastic rock|Groundwater|Geology|Unconformity|Geotechnical engineering|Geochemistry|Aquifer|Tectonics|Geomorphology|Context (archaeology),"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2122724601"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2012,US,3942fd31152f42d106e36fd0f3c563a393f8519d29468d5ba8d62d59c9d420b4,,,,,,,,,,,,
Gerhard Schubert,https://openalex.org/A2661150423,Geological Survey of Austria,Vienna,,Austria,48.206417,16.367004,https://openalex.org/A2669614337|https://openalex.org/A1578832619|https://openalex.org/A2635211553|https://openalex.org/A2708435384|https://openalex.org/A718956586|https://openalex.org/A2314194104|https://openalex.org/A2113117945|https://openalex.org/A2637031124,aquifer|transboundary,,Hydrogeology|Clastic rock|Groundwater|Geothermal gradient|Geothermal energy|Geology|Geotechnical engineering|Geomorphology|Hydrology (agriculture)|Aquifer|Environmental science|Geophysics|Structural basin,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2661150423"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2015,US,2b797aa9b31666fbc39f02d2f34dbe39574c5352f7bd587a06cd6f49c96a2134,,,,,Vienna,,,,,,,
Gholam Hossein Karami,https://openalex.org/A2128411432,University of Shahrood,Shahrud,,Iran,36.38282,54.919857,https://openalex.org/A1971381580|https://openalex.org/A2642134000|https://openalex.org/A2505729006|https://openalex.org/A2560031702|https://openalex.org/A2552396391,aquifer|transboundary,,Paleontology|Hydrogeology|Aquifer|Karst|Groundwater|Quantum mechanics|Meteorology|Geology|Groundwater flow|Meteoric water|Groundwater recharge|Precipitation|Hydrology (agriculture)|Geotechnical engineering|Geochemistry|Environmental isotopes|Physics|Stable isotope ratio,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2128411432"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,afbc9a2f746d623551f76b43a79494b756b8b8c89356de7f0061f974890c286c,,,,Shahrud,,,,,,,,
Gilbert Anaya,https://openalex.org/A3167283423,Unknown,,,,,,https://openalex.org/A2194602839|https://openalex.org/A3170515377|https://openalex.org/A2712847167|https://openalex.org/A2256964962|https://openalex.org/A2748888965|https://openalex.org/A2426354916|https://openalex.org/A2025923468|https://openalex.org/A3171467564|https://openalex.org/A3169750491,aquifer|transboundary,,Environmental economics|Business|Environmental planning|Environmental science|Computer security|Computer science|Groundwater|Stakeholder|Geotechnical engineering|Public relations|Water resource management|Environmental resource management|Mechanical engineering|Natural resource economics|Work (physics)|Economics|Engineering|Prioritization|Vulnerability (computing)|Process management|Aquifer|Geography|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3167283423"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,a868e0263fd7dbe51dd759beca2091cda035132d05912cf6afa2722d7866a52e,,,,,,,,,,,,
Gilles Levresse,https://openalex.org/A2041294510,National Autonomous University of Mexico,Mexico City,Distrito Federal,Mexico,19.322817,-99.18663,https://openalex.org/A2004244821|https://openalex.org/A2254441945|https://openalex.org/A2028004380,aquifer|transboundary,,Seismology|Mathematics|Hydrogeology|Groundwater|Geometry|Fault (geology)|Geology|Groundwater flow|Geotechnical engineering|Hydrology (agriculture)|Aquifer|Flow (mathematics)|Environmental science|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2041294510"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2016,US,74e2fcfb2de6ac5240abe00db766e4964576efddf32f245a816e32036bb77906,,,,,Mexico City -99.18663,,,,,,,
Giovanna De Filippis,https://openalex.org/A2502262188,AECOM,,,,37.785187,-122.4043,https://openalex.org/A2995651735|https://openalex.org/A2625345901|https://openalex.org/A366478481|https://openalex.org/A2551456311|https://openalex.org/A2625671012|https://openalex.org/A2624994761|https://openalex.org/A2626273018|https://openalex.org/A2063323212,aquifer|transboundary,,Corporate governance|Diplomacy|Geology|Business|Environmental planning|Finance|Environmental science|Paleontology|Groundwater resources|Politics|Groundwater|Geotechnical engineering|Water resource management|Environmental resource management|Arid|Law|Aquifer|Geography|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2502262188"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2017,US,f5e5c05de02e62fd143aebb4edeaf7b674a43718c4ea16ec8a0ff0db8c5acf8b,,,,,,,,,,,,
